编号,币种,周期,入场时间UTC,退出根或末根开盘UTC,未平仓数据末端收盘UTC,入场价,初始止损,退出价,净R,路径分类,为何退出,当时与后续事实,待验证不足,交易唯一键
T033,ETHUSDT,15m,2024-11-18 06:45:00+00:00,2024-11-18 11:00:00+00:00,,3142.5,3103.84,3103.84,-1.1625711329539556,推进不足后止损,持仓第18根K，最低价3089.75触及当时已生效保护价3103.84；按初始止损在3103.84退出，扣费后净-1.16R。,距V9 1根，较父V9独立模拟入场价+0.20%；初始风险1.23%（2.69个信号ATR），往返成本0.163R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量3.58倍。 原账本最大浮盈0.28R；5分钟审计得到实际止损前浮盈范围0.28–0.28R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.18R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+1.62R，最低到-2.35R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；退出后48根内曾回到+1R；属事后重启机会，不能证明放宽原止损会赚钱,binance_um:ETHUSDT:15m:box_any:8150
T034,UNIUSDT,15m,2024-11-18 07:45:00+00:00,2024-11-18 09:30:00+00:00,,9.227,9.077,9.077,-1.1230266666666662,推进不足后止损,持仓第8根K，最低价9.07触及当时已生效保护价9.077；按初始止损在9.077退出，扣费后净-1.12R。,距V9 23根，较父V9独立模拟入场价+1.35%；初始风险1.63%（1.99个信号ATR），往返成本0.123R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.17倍。 原账本最大浮盈0.28R；5分钟审计得到实际止损前浮盈范围0.28–0.28R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.07R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+1.19R，最低到-2.59R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；退出后48根内曾回到+1R；属事后重启机会，不能证明放宽原止损会赚钱,binance_um:UNIUSDT:15m:box_any:8154
T035,FILUSDT,15m,2024-11-20 14:30:00+00:00,2024-11-20 16:15:00+00:00,,4.493,4.3419,4.3419,-1.0594705493050949,推进不足后止损,持仓第8根K，最低价4.305触及当时已生效保护价4.3419；按初始止损在4.3419退出，扣费后净-1.06R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险3.36%（3.33个信号ATR），往返成本0.059R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.70倍。 原账本最大浮盈0.02R；5分钟审计得到实际止损前浮盈范围0.02–0.02R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘-0.36R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.97R，最低到-2.75R。,当前事实不足以提出特定改法；先保留原规则作为对照。,binance_um:FILUSDT:15m:box_any:8373
T036,XTZUSDT,15m,2024-11-22 02:00:00+00:00,2024-11-23 16:15:00+00:00,,1.064,1.0256,1.1389,1.8951041666666648,盈利保护退出,持仓第154根K，最低价1.119触及当时已生效保护价1.1389；按追踪止损在1.1389退出，扣费后净+1.90R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险3.61%（3.28个信号ATR），往返成本0.055R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量3.31倍。 原账本最大浮盈4.14R；5分钟审计得到实际止损前浮盈范围4.14–4.14R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+1.95R，激活不保证保本。 退出下一根起48根内，最高回到原入场+8.67R，最低到+1.22R。,作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:XTZUSDT:15m:box_any:8515
T037,WIFUSDT,15m,2024-11-23 09:30:00+00:00,2024-11-23 16:15:00+00:00,,3.4456,3.3338,3.3338,-1.0616386404293394,到过1R后回吐,持仓第28根K，最低价3.2657触及当时已生效保护价3.3338；按初始止损在3.3338退出，扣费后净-1.06R。,距V9 20根，较父V9独立模拟入场价+2.57%；初始风险3.24%（2.46个信号ATR），往返成本0.062R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.62倍。 原账本最大浮盈1.20R；5分钟审计得到实际止损前浮盈范围1.20–1.20R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘1.00R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+0.28R，最低到-2.63R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价,binance_um:WIFUSDT:15m:box_any:8641
T038,BOMEUSDT,15m,2024-11-29 04:00:00+00:00,2024-11-29 06:45:00+00:00,,0.009195,0.0090479999999999,0.0090479999999999,-1.125102040816326,推进不足后止损,持仓第12根K，最低价0.009012触及当时已生效保护价0.009048；按初始止损在0.009048退出，扣费后净-1.13R。,距V9 1根，较父V9独立模拟入场价-0.68%；初始风险1.60%（2.01个信号ATR），往返成本0.125R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量2.68倍。 原账本最大浮盈0.80R；5分钟审计得到实际止损前浮盈范围0.80–0.80R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.56R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+1.76R，最低到-1.87R。,退出后48根内曾回到+1R；属事后重启机会，不能证明放宽原止损会赚钱,binance_um:BOMEUSDT:15m:box_any:9195
T039,FILUSDT,15m,2024-11-29 11:30:00+00:00,2024-12-01 00:45:00+00:00,,5.851,5.7495,6.915100000000001,10.368453201970484,盈利保护退出,持仓第150根K，最低价6.893触及当时已生效保护价6.9151；按追踪止损在6.9151退出，扣费后净+10.37R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险1.73%（2.41个信号ATR），往返成本0.115R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量2.53倍。 原账本最大浮盈14.57R；5分钟审计得到实际止损前浮盈范围14.57–14.57R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+10.48R，激活不保证保本。 退出下一根起48根内，最高回到原入场+10.96R，最低到+7.91R。,作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:FILUSDT:15m:box_any:9225
T040,ARUSDT,15m,2024-11-29 14:00:00+00:00,2024-12-01 02:30:00+00:00,,22.11,21.423,24.73,3.749315866084442,盈利保护退出,持仓第147根K，最低价24.672触及当时已生效保护价24.73；按追踪止损在24.73退出，扣费后净+3.75R。,距V9 2根，较父V9独立模拟入场价+1.06%；初始风险3.11%（3.47个信号ATR），往返成本0.064R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.87倍。 原账本最大浮盈6.04R；5分钟审计得到实际止损前浮盈范围6.04–6.04R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+3.81R，激活不保证保本。 退出下一根起48根内，最高回到原入场+5.04R，最低到+3.40R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:ARUSDT:15m:box_any:9235
T041,PENDLEUSDT,15m,2024-11-30 00:00:00+00:00,2024-11-30 00:30:00+00:00,,5.63,5.5575,5.5575,-1.155310344827587,前三根止损,持仓第3根K，最低价5.532触及当时已生效保护价5.5575；按初始止损在5.5575退出，扣费后净-1.16R。,距V9 1根，较父V9独立模拟入场价-0.03%；初始风险1.29%（2.39个信号ATR），往返成本0.155R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量0.98倍。 原账本最大浮盈0.29R；5分钟审计得到实际止损前浮盈范围0.29–0.29R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.01R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+3.75R，最低到-1.74R。,退出后48根内曾回到+1R；属事后重启机会，不能证明放宽原止损会赚钱,binance_um:PENDLEUSDT:15m:box_any:9275
T042,ZENUSDT,15m,2024-11-30 14:30:00+00:00,2024-12-02 09:45:00+00:00,,17.312,15.239,16.678,-0.322539315002412,反向确认亏损退出,上一根出现原始反向信号，下一根开盘16.678退出；这笔不是价格触及止损退出，扣费后净-0.32R。,距V9 41根，较父V9独立模拟入场价+10.56%；初始风险11.97%（7.10个信号ATR），往返成本0.017R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量33.12倍。 截至退出前/数据末端，原账本最大浮盈0.76R。 退出前最高收盘0.61R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+0.18R，最低到-0.57R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价,binance_um:ZENUSDT:15m:box_any:9333
T043,UNIUSDT,15m,2024-12-02 02:15:00+00:00,2024-12-02 03:45:00+00:00,,13.316,13.005,13.005,-1.085633440514471,推进不足后止损,持仓第7根K，最低价12.753触及当时已生效保护价13.005；按初始止损在13.005退出，扣费后净-1.09R。,距V9 1根，较父V9独立模拟入场价-0.68%；初始风险2.34%（1.99个信号ATR），往返成本0.086R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量2.96倍。 原账本最大浮盈0.58R；5分钟审计得到实际止损前浮盈范围0.58–0.58R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘0.23R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场+4.11R，最低到-2.84R。,退出后48根内曾回到+1R；属事后重启机会，不能证明放宽原止损会赚钱,binance_um:UNIUSDT:15m:box_any:9476
T044,ZECUSDT,15m,2024-12-05 21:30:00+00:00,2024-12-05 22:15:00+00:00,,75.23,70.81,70.81,-1.0340407239819012,推进不足后止损,持仓第4根K，最低价68.7触及当时已生效保护价70.81；按初始止损在70.81退出，扣费后净-1.03R。,距V9 13根，较父V9独立模拟入场价+2.65%；初始风险5.88%（3.46个信号ATR），往返成本0.034R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.20倍。 原账本最大浮盈0.05R；5分钟审计得到实际止损前浮盈范围0.05–0.05R（若上下界不同，触及止损的5分钟内先后未知）。 退出前最高收盘-0.12R，未收盘达到2R，原追踪未激活。 退出下一根起48根内，最高回到原入场-0.14R，最低到-1.47R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价,binance_um:ZECUSDT:15m:box_any:9841
T045,BOMEUSDT,15m,2024-12-07 08:00:00+00:00,2024-12-08 00:00:00+00:00,,0.010027,0.0098830999999999,0.0106457999999999,4.160847810979823,盈利保护退出,持仓第65根K，最低价0.010643触及当时已生效保护价0.0106458；按追踪止损在0.0106458退出，扣费后净+4.16R。,距V9 1根，较父V9独立模拟入场价+0.17%；初始风险1.44%（2.01个信号ATR），往返成本0.139R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量2.51倍。 原账本最大浮盈8.93R；5分钟审计得到实际止损前浮盈范围8.93–8.93R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+4.30R，激活不保证保本。 退出下一根起48根内，最高回到原入场+7.05R，最低到+0.66R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:BOMEUSDT:15m:box_any:9979
T046,1000PEPEUSDT,15m,2024-12-07 12:15:00+00:00,2024-12-08 00:15:00+00:00,,0.0222437,0.0217687999999999,0.0244227,4.494656980416884,盈利保护退出,持仓第49根K，最低价0.0243261触及当时已生效保护价0.0244227；按追踪止损在0.0244227退出，扣费后净+4.49R。,距V9 13根，较父V9独立模拟入场价+2.31%；初始风险2.13%（2.00个信号ATR），往返成本0.094R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.97倍。 原账本最大浮盈9.99R；5分钟审计得到实际止损前浮盈范围9.99–9.99R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+4.59R，激活不保证保本。 退出下一根起48根内，最高回到原入场+8.71R，最低到+4.14R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；识别突破时本周期收盘已低于至少一条冻结投影线，需核查多周期确认时差；作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:1000PEPEUSDT:15m:box_any:9996
T047,API3USDT,15m,2024-12-23 20:45:00+00:00,2024-12-24 19:45:00+00:00,,1.6285,1.5796,1.7242000000000002,1.890449897750519,盈利保护退出,持仓第93根K，最低价1.7213触及当时已生效保护价1.7242；按追踪止损在1.7242退出，扣费后净+1.89R。,距V9 0根，较父V9独立模拟入场价+0.00%；初始风险3.00%（2.77个信号ATR），往返成本0.067R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量13.97倍。 原账本最大浮盈3.43R；5分钟审计得到实际止损前浮盈范围3.43–3.43R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+1.96R，激活不保证保本。 退出下一根起48根内，最高回到原入场+3.51R，最低到+1.56R。,作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:API3USDT:15m:box_any:11566
T048,ARUSDT,15m,2024-12-23 20:45:00+00:00,2024-12-24 20:00:00+00:00,,16.718,16.166,17.347,1.0789202898550745,盈利保护退出,持仓第94根K，最低价17.251触及当时已生效保护价17.347；按追踪止损在17.347退出，扣费后净+1.08R。,距V9 14根，较父V9独立模拟入场价+2.42%；初始风险3.30%（2.31个信号ATR），往返成本0.061R。 入场信号收盘在六均线上方，IMACD向上且增强，相对成交量1.84倍。 原账本最大浮盈2.79R；5分钟审计得到实际止损前浮盈范围2.79–2.79R（若上下界不同，触及止损的5分钟内先后未知）。 已收盘触及2R并激活追踪；退出时保护在入场价+1.14R，激活不保证保本。 退出下一根起48根内，最高回到原入场+2.26R，最低到+0.94R。,已比V9入场更贵，需评估确认收益能否覆盖追价代价；作为盈利对照保留：任何更早止盈/更严过滤都需计算会损失多少这类赢家,binance_um:ARUSDT:15m:box_any:11566
